number;contract_name;name;address;position;banking;bonus;bike_stands;available_bike_stands;available_bikes;status;last_update
75;bruxelles;075 - GENERAL BARON/GENERAAL BARON;GENERAL BARON/GENERAAL BARON - AV DU PARC / PARKLAAN 51 - 55;{'lat': 50.825888, 'lng': 4.340388};False;False;25;18;7;OPEN;1647714870000
196;bruxelles;196 - PRINCE DE LIEGE / PRINS VAN LUIK;PRINCE DE LIEGE / PRINS VAN LUIK - CHEE DE NINOVE (FACE 629) / NINOOFSESTEENWEG (TEGENOVER 629);{'lat': 50.846874, 'lng': 4.29817};False;True;25;14;11;OPEN;1647714696000
80;bruxelles;080 - CERES;CERES - AV. F. ROOSEVELT/F. ROOSEVELTLAAN, 14;{'lat': 50.814852, 'lng': 4.376794};False;True;20;20;0;OPEN;1647714642000
121;bruxelles;121 - ETANGS / VIJVERS;ETANGS / VIJVERS - RUE GUILLAUME STOCQ (FACE AU N° 1-3-5)/ GUILLAUME STOCQSTRAAT (TEGENOVER N° 1-3-5);{'lat': 50.823986, 'lng': 4.37379};False;False;25;5;20;OPEN;1647714929000
95;bruxelles;095 - PLACE BOCKSTAEL/BOCKSTAELPLAATS;PLACE BOCKSTAEL/BOCKSTAELPLAATS - BLD EMILE BOCKSTAEL/EMILE BOCKSTAELLAAN 254;{'lat': 50.87808, 'lng': 4.34793};False;False;25;6;19;OPEN;1647714843000
2;bruxelles;002 - ELOY/ELOY;ELOY - RUE ELOY / ELOYSTRAAT;{'lat': 50.836151, 'lng': 4.326019};False;False;25;1;23;OPEN;1647714845000
51;bruxelles;051 - MIDI FONSNY/ZUID FONSNY;MIDI FONSNY/ZUID FONSNY - RUE D'ANGLETERRE / ENGELANDSTRAAT;{'lat': 50.835699, 'lng': 4.338826};False;False;25;0;25;OPEN;1647714672000
201;bruxelles;201 - PETERBOS;PETERBOS - BD MARIA GROENINCKX DE MAY (FACE 26) / MARIA GROENINCKX DE MAYLAAN (TEGENOVER 26);{'lat': 50.8414, 'lng': 4.296013};False;True;25;11;14;OPEN;1647714686000
81;bruxelles;081 - PONT BOCKSTAEL/BRUG BOCKSTAEL;PONT BOCKSTAEL/BRUG BOCKSTAEL - BLD EMILE BOCKSTAEL/EMILE BOCKSTAELLAAN 5;{'lat': 50.870259, 'lng': 4.343195};False;False;25;16;9;OPEN;1647714797000
37;bruxelles;037 - POELAERT / POELAERT;POELAERT - PLACE POELAERT/POELAERTPLEIN 3;{'lat': 50.83795, 'lng': 4.353019};False;True;25;8;16;OPEN;1647714954000
148;bruxelles;148 - GARE MEISER/MEISER STATION;GARE MEISER / MEISER STATION - AVENUE ROGIER/ ROGIERLAAN 377 - 379;{'lat': 50.855629, 'lng': 4.394807};False;False;22;14;8;OPEN;1647714789000
262;bruxelles;262 - PLACE DE LA PAIX/VREDEPLAIN;PLACE DE LA PAIX / VREDEPLAIN - PLACE DE LA PAIX FACE 24 / VREDEPLEIN VOOR 24;{'lat': 50.87693, 'lng': 4.400722};False;False;20;4;14;OPEN;1647714726000
71;bruxelles;071 - LEGRAND;LEGRAND - AV LOUISE/LOUIZALAAN 525;{'lat': 50.815019, 'lng': 4.371982};False;True;22;14;7;OPEN;1647714950000
354;bruxelles;354 - TRIOMPHE / TRIOMF;TRIOMPHE - BD DU TRIOMPHE / TRIOMFLAAN  105 - 107;{'lat': 50.821557, 'lng': 4.402288};False;True;20;18;2;OPEN;1647714922000
293;bruxelles;293 - KEYM;KEYM - AVENUE DU COLVERT;{'lat': 50.810528, 'lng': 4.40231};False;False;25;7;18;OPEN;1647714540000
280;bruxelles;280 - HEYSEL / HEISEL;HEYSEL / HEISEL - AVENUE DE L'IMPERATRICE CHARLOTTE / KEIZERIN CHARLOTTELAAN;{'lat': 50.897522, 'lng': 4.334831};False;False;25;14;11;OPEN;1647714462000
282;bruxelles;282 - CENTENAIRE / EEUWFEEST;CENTENAIRE / EEUWFEEST - BOULEVARD DU CENTENAIRE / EEUWFEESTLAAN;{'lat': 50.89097, 'lng': 4.344827};False;False;25;3;22;OPEN;1647714604000
64;bruxelles;064 - VETERINAIRES;VETERINAIRES/VEEARTSEN - RUE DE FRANCE / FRANKRIJKSTRAAT;{'lat': 50.832749, 'lng': 4.331058};False;False;25;6;19;OPEN;1647714991000
30;bruxelles;030 - LAEKEN / LAKEN;LAEKEN/LAKEN - RUE DE LAEKEN (ENTRE N° 119 ET 109) / LAKENSESTRAAT (TUSSEN N° 119 EN 109);{'lat': 50.853666, 'lng': 4.351771};False;False;25;2;23;OPEN;1647714822000
68;bruxelles;068 - JEAN REY;JEAN REY - PLACE JEAN REY/JEAN REYPLAATS;{'lat': 50.840282, 'lng': 4.380131};False;False;33;0;33;OPEN;1647714842000
222;bruxelles;222 - MERCKX;MERCKX - ROUTE DE LENNIK / LENNIKSEBAAN;{'lat': 50.8172462427287, 'lng': 4.28044544916521};False;False;25;15;10;OPEN;1647714726000
33;bruxelles;033 - MORT SUBITE;MORT SUBITE - RUE MONTAGNE AUX-HERBES-POTAGERES (FACE N° 7)/WARMOESBERG (TEGENOVER N°7);{'lat': 50.848701, 'lng': 4.356055};False;False;25;1;24;OPEN;1647714507000
85;bruxelles;085 - ETANGS NOIRS/ZWARTE VIJVERS;ETANGS NOIRS /ZWARTE VIJVERS - CHEE DE GAND/STEENWEG OP GENT;{'lat': 50.8572655240874, 'lng': 4.33236837868758};False;False;25;11;14;OPEN;1647714631000
32;bruxelles;032 - DANSAERT;DANSAERT - RUE ANTOINE DANSAERT/ANTOINE DANSAERTSTRAAT 60-62-64;{'lat': 50.850176, 'lng': 4.346384};False;False;35;1;32;OPEN;1647714909000
252;bruxelles;252 - BEMPT;BEMPT - CH DE NEERSTALLE DEVANT 333-335-337 / NEERSTALLESESTEENWEG 333-335-337;{'lat': 50.802563, 'lng': 4.315701};False;False;25;15;10;OPEN;1647714683000
192;bruxelles;192 - AUBERGE DE JEUNESSE;AUBERGE DE JEUNESSE - RUE DELAUNOY/STRAAT ,67;{'lat': 50.851562, 'lng': 4.332924};False;False;25;9;15;OPEN;1647714780000
340;bruxelles;340 - TOMBERG;AVENUE PAUL HYMANSLAAN;{'lat': 50.843617, 'lng': 4.425324};False;False;24;5;19;OPEN;1647714700000
213;bruxelles;213 - LA ROUE / HET RAD;LA ROUE / HET RAD - CH DE MONS 1100-1106 / BERGENSESTEENWEG 1100-1106;{'lat': 50.821018, 'lng': 4.293865};False;False;15;7;7;OPEN;1647714922000
128;bruxelles;128 - MUSEE DU TRAM;MUSEE DU TRAM - AVENUE DE TERVUREN / TERVURENLAAN;{'lat': 50.832355, 'lng': 4.432358};False;False;25;9;16;OPEN;1647714784000
233;bruxelles;233 - PARC DUDEN / DUDEN PARK;PARC DUDEN / DUDEN PARK - AV VICTOR ROUSSEAU FACE 132 / VICTOR ROUSSEAULAAN VOOR 132;{'lat': 50.813858, 'lng': 4.330992};False;True;20;12;8;OPEN;1647714490000
303;bruxelles;303 - VIEUX TILLEUL;VIEUX TILLEUL - AV DU BOIS DE LA CAMBRE FACE 113;{'lat': 50.807903, 'lng': 4.392756};False;False;25;0;0;CLOSED;1647714767000
258;bruxelles;258 - LIBERTE;LIBERTE - AV DE LA LIBERTE, 44 / VRIJHEIDSLAAN,44;{'lat': 50.862152, 'lng': 4.323353};False;True;18;17;1;OPEN;1647714472000
259;bruxelles;259 - NOVILLE;NOVILLE - SQ NOVILLE;{'lat': 50.859608, 'lng': 4.33409};False;False;20;9;11;OPEN;1647714672000
28;bruxelles;028 - CLEMENCEAU / CLEMENCEAU;CLEMENCEAU - CHEE DE MONS/ BERGENSE STEENWEG 159-161-163;{'lat': 50.842005, 'lng': 4.3305};False;False;27;5;21;OPEN;1647714867000
160;bruxelles;160 - ELISA;ELISA - PLACE PRINCESSE ELISABETH / PRINSES ELISABETHPLEIN 8 - 19;{'lat': 50.877501, 'lng': 4.3803149999999995};False;False;23;4;18;OPEN;1647714926000
92;bruxelles;092 - LENOIR;LENOIR - BLD DE SMET DE NAEYER/DE SMET DE NAEYERLAAN 187 - 189;{'lat': 50.875826, 'lng': 4.329921};False;False;24;10;14;OPEN;1647714467000
145;bruxelles;145 - COTEAUX/WIJNHEUVELEN;COTEAUX/WIJNHEUVELEN - AVENUE ROGIER / ROGIERLAAN 128;{'lat': 50.859096, 'lng': 4.379117};False;False;25;8;17;OPEN;1647714936000
297;bruxelles;297 - TEN REUKEN;TEN REUKEN - BD DU SOUVERAIN FACE 76;{'lat': 50.804775, 'lng': 4.426387};False;False;25;20;5;OPEN;1647714968000
296;bruxelles;296 - GARE DE BOITSFORT;GARE DE BOITSFORT / BOSVOORDE STATION - CHEE DE LA HULPE DVT 187 / HULPSESTEENWEG 187;{'lat': 50.79528, 'lng': 4.40832};False;False;25;23;2;OPEN;1647714816000
317;bruxelles;317 - GEYSKENS;GEYSKENS - AVENUE ISIDORE GEYSKENSLAAN FACE/TEGENOVER 108;{'lat': 50.82015, 'lng': 4.4222};False;False;20;6;14;OPEN;1647714597000
110;bruxelles;110 - RODIN;RODIN - AVENUE DE LA COURONNE (DEVANT 145 D) / KROONLAAN (N° 145 D);{'lat': 50.826992, 'lng': 4.382379};False;False;22;22;0;OPEN;1647714726000
314;bruxelles;314 - HERRMANN DEBROUX;HERRMANN DEBROUX - AV HERRMANN DEBROUXLAAN;{'lat': 50.812325, 'lng': 4.427962};False;False;30;5;25;OPEN;1647715002000
325;bruxelles;325 - HANKAR;HANKAR - CHEE DE WAVRE / WAVERSESTEENWEG 1208;{'lat': 50.821441, 'lng': 4.406925};False;True;25;21;4;OPEN;1647714758000
76;bruxelles;076 - PLACE VAN MEENEN/VAN MEENENPLEIN;PLACE VAN MEENEN/VAN MEENENPLEIN - AV PAUL DEJAER (FACE 35 - 39) / PAUL DEJAERLAAN (TEGENOVER 35 - 39);{'lat': 50.825749, 'lng': 4.345165};False;False;25;16;9;OPEN;1647714854000
102;bruxelles;102 - MUSEUM/MUSEUM;MUSEUM - CHAUSSEE DE WAVRE (FACE 229 - 233)  /  WAVERSESTEENWEG (TEGENOVER 229 - 233);{'lat': 50.83579, 'lng': 4.375782};False;False;25;12;13;OPEN;1647714546000
288;bruxelles;288 - HOUZEAU;HOUZEAU - AVENUE HOUZEAU 21 / HOUZEAULAAN 21;{'lat': 50.80351, 'lng': 4.3589};False;False;20;8;12;OPEN;1647714726000
346;bruxelles;346 - RECHERCHE;RECHERCHE - ROUTE DE LENNIK N°788;{'lat': 50.81591, 'lng': 4.2737};False;False;20;8;11;OPEN;1647715041000
53;bruxelles;053 - GARE DU MIDI / ZUIDSTATION;GARE DU MIDI / ZUIDSTATION - PLACE VICTOR HORTA / VICTOR HORTAPLEIN;{'lat': 50.837499, 'lng': 4.335947};False;False;40;2;36;OPEN;1647714810000
136;bruxelles;136 - PAVILLON/PAVILJOEN;PAVILLON/PAVILJOEN - PLACE PAVILLON /PAVILJOENPLAATS 92-94-96;{'lat': 50.869809, 'lng': 4.371808};False;False;24;11;13;OPEN;1647714739000
146;bruxelles;146 - LEOPOLD III/LEOPOLD III;LEOPOLD III -  BOULEVARD LEOPOLD III / LEOPOLD III-LAAN;{'lat': 50.859243, 'lng': 4.401022};False;False;25;7;18;OPEN;1647714954000
120;bruxelles;120 - BLYCKAERTS;BLYCKAERTS - PLACE RAYMOND BLYCKAERTS/RAYMOND BLYCKAERTSPLEIN;{'lat': 50.832872, 'lng': 4.37483};False;True;25;21;4;OPEN;1647714524000
353;bruxelles;353 - BEAULIEU;BEAULIEU - RUE JULES COCKX / JULES COCKXSTRAAT;{'lat': 50.815681, 'lng': 4.40812};False;True;20;11;8;OPEN;1647714972000
324;bruxelles;324 - THOMAS BALIS;THOMAS BALIS - CHEE DE WAVRE 1395 à 1403 / WAVERSESTEENWEG 1395 TOT 1403;{'lat': 50.819641, 'lng': 4.412926};False;False;25;11;14;OPEN;1647714459000
309;bruxelles;309 - SQUARE DU CENTENAIRE;SQUARE DU CENTENAIRE / EEUWFEESTSQUARE- SQUARE DU CENTENAIRE;{'lat': 50.87521, 'lng': 4.317954};False;False;25;9;16;OPEN;1647714665000
226;bruxelles;226 - UNION/UNIE;UNION/UNIE - BD DE LA DEUXIEME ARMEE BRITANNIQUE / BRITS TWEEDELEGERLAAN 8 - 2;{'lat': 50.819939, 'lng': 4.325277};False;False;25;18;6;OPEN;1647714897000
141;bruxelles;141 - GARE DU NORD/NOORDSTATION;GARE DU NORD/NOORDSTATION - PLACE SIMON BOLIVAR/ SIMON BOLIVARLAAN;{'lat': 50.860652, 'lng': 4.358116};False;False;42;3;39;OPEN;1647714973000
248;bruxelles;248 - PRINCE DE LIGNE / PRINCE LIJN;PRINCE DE LIGNE / PRINCE LIJN - CHEE DE WATERLOO FACE 1170 / WATERLOOSESTEENWEG VOOR 1170;{'lat': 50.795704, 'lng': 4.373631};False;False;22;5;17;OPEN;1647714728000
55;bruxelles;055 - BOTANIQUE/KRUIDTUIN;BOTANIQUE/KRUIDTUIN - AVENUE GALILEE/GALILEELAAN;{'lat': 50.853248, 'lng': 4.366188};False;True;25;18;7;OPEN;1647714701000
348;bruxelles;348 - HANSEN-SOULIE;HANSEN-SOULIE - AVENUE HANSEN-SOULIE 42;{'lat': 50.831078, 'lng': 4.398546};False;False;24;2;20;OPEN;1647714659000
327;bruxelles;327 - SIBELGA;SIBELGA - QUAI DES USINES / WERKHUIZENKAAI 16;{'lat': 50.874082, 'lng': 4.362205};False;False;20;7;13;OPEN;1647714963000
19;bruxelles;019 - PLACE MORICHAR/MORICHARPLEIN;PLACE MORICHAR / MORICHARPLEIN - RUE DES ETUDIANTS/ STUDENTENSTRAAT 32 - 34;{'lat': 50.828046, 'lng': 4.347596};False;True;20;13;7;OPEN;1647714760000
149;bruxelles;149 - JULES LEBRUN;JULES LEBRUN - CHAUSSEE DE LOUVAIN (FACE 593) / LEUVENSE STEENWEG (TEGENOVER 593);{'lat': 50.856208, 'lng': 4.403386};False;False;25;6;19;OPEN;1647714562000
46;bruxelles;046 - ALBERTINE / ALBERTINA;ALBERTINE/ALBERTINA - BLD DE L'EMPEREUR/KEIZERSLAAN FACE/TEGENOVER 2;{'lat': 50.843556, 'lng': 4.355006};False;False;24;6;17;OPEN;1647714668000
289;bruxelles;289 - SQUARE GEORGES MARLOWSQUARE;SQUARE GEORGES MARLOWSQUARE - SQUARE MARLOW FACE 3-4-5 / MARLOWSQUARE VOOR 3-4-5;{'lat': 50.801816, 'lng': 4.340738};False;False;25;14;11;OPEN;1647714891000
299;bruxelles;299 - SAINT-ADRIEN;SAINT-ADRIEN - AV DU PESAGE N°21;{'lat': 50.809355, 'lng': 4.3866060000000004};False;False;20;19;1;OPEN;1647714665000
273;bruxelles;273 - TAMARIS;TAMARIS - BD METTEWIE LAAN VOOR/FACE 71;{'lat': 50.854824, 'lng': 4.306209};False;False;25;21;3;OPEN;1647714611000
8;bruxelles;008 - ARTS-LOI / KUNST-WET;ARTS-LOI/KUNST-WET -  AVENUE DES ARTS/KUNSTLAAN 24;{'lat': 50.845683, 'lng': 4.368582};False;True;42;42;0;OPEN;1647714859000
36;bruxelles;036 - PLACE ST JEAN / SINT-JANSPLEIN;PLACE ST JEAN/SINT-JANSPLEIN - RUE DU LOMBARD/LOMBARDSTRAAT 42;{'lat': 50.845124, 'lng': 4.3514859999999995};False;False;35;3;32;OPEN;1647714570000
3;bruxelles;003 - PORTE DE FLANDRE / VLAAMSEPOORT;PORTE DE FLANDRE/VLAAMSEPOORT - BLD DE NIEUPORT/NIEUWPOORTLAAN 1;{'lat': 50.853203, 'lng': 4.341823};False;False;21;3;18;OPEN;1647714611000
261;bruxelles;261 - CONSCIENCE;CONSCIENCE - AVENUE HENRI CONSCIENCE / HENRI CONSCIENCELAAN 83;{'lat': 50.86879, 'lng': 4.399587};False;False;20;9;11;OPEN;1647714783000
284;bruxelles;284 - CLAESSENS;CLAESSENS - RUE CLAESSENS FACE 7 / CLAESSENSSTRAAT VOOR 7;{'lat': 50.873085, 'lng': 4.35859};False;False;25;11;13;OPEN;1647714946000
247;bruxelles;247 - STALLE;STALLE - RUE DE STALLE PROLONGEE/VERLENGDE STALLESTRAAT;{'lat': 50.79586, 'lng': 4.32058};False;False;25;5;20;OPEN;1647714890000
331;bruxelles;331 - GEORGES HENRI;GEORGES HENRI - AV GEORGES HENRI;{'lat': 50.842319, 'lng': 4.406295};False;False;20;11;8;OPEN;1647714865000
10;bruxelles;010 - CHAPELLE / KAPEL;CHAPELLE/KAPEL - PLACE DE LA CHAPELLE/KAPELLEPLEIN;{'lat': 50.841345, 'lng': 4.351729};False;False;20;4;16;OPEN;1647714785000
163;bruxelles;163 - CHAZAL/CHAZAL;CHAZAL - AVENUE ERNEST CAMBIER (FACE 7)/ ERNEST CAMBIERLAAN (TEGENOVER 7);{'lat': 50.859112, 'lng': 4.39157};False;False;25;21;3;OPEN;1647714711000
210;bruxelles;210 - MARIUS RENARD;MARIUS RENARD - AV CHARLES DE TOLLENAERE (FACE 60) - CHARLES DE TOLLENAERELAAN (TEGENOVER 60);{'lat': 50.827873, 'lng': 4.288707};False;False;25;6;19;OPEN;1647714935000
306;bruxelles;306 - HEMBEEK;HEMBEEK - ANGLE AV DES CROIX DE FEU / VUURKRUISENLAAN 7-9;{'lat': 50.889073, 'lng': 4.375073};False;False;25;12;13;OPEN;1647714522000
326;bruxelles;326 - ADEPS;ADEPS - CHEE DE WAVRE / WAVERSESTEENWEG 2057;{'lat': 50.809406, 'lng': 4.443777};False;False;22;2;20;OPEN;1647714891000
334;bruxelles;334 - MARCEL THIRY;MARCEL THIRY - AV MARCEL THIRY FACE 23;{'lat': 50.855593, 'lng': 4.439625};False;False;20;7;12;OPEN;1647714511000
78;bruxelles;078 - DUC PETIAUX;DUC PETIAUX - CHAUSSEE DE WATERLOO/ WATERLOOSESTEENWEG 376 - 370;{'lat': 50.823699, 'lng': 4.351623};False;False;25;23;1;OPEN;1647714812000
31;bruxelles;031 - MUSEE DE LA BD / STRIPMUSEUM;MUSEE DE LA BD/STRIPMUSEUM - BOULEVARD PACHECO/PACHECOLAAN;{'lat': 50.850303, 'lng': 4.360706};False;False;25;5;19;OPEN;1647714921000
6;bruxelles;006 - GARE CENTRALE/CENTRAAL STATION;GARE CENTRALE/CENTRAAL STATION - BLD DE L'IMPERATRICE/KEIZERINLAAN;{'lat': 50.845333, 'lng': 4.356475};False;False;40;0;40;OPEN;1647714647000
215;bruxelles;215 - CUREGHEM / KUREGEM;CUREGHEM / KUREGEM - AV RAYMOND VANDER BRUGGEN / VANDEN BRUGGENLAAN;{'lat': 50.836864, 'lng': 4.317321};False;False;25;18;7;OPEN;1647714521000
21;bruxelles;021 - DE BROUCKERE;DE BROUCKERE - PLACE DE BROUCKERE/DE BROUCKEREPLEIN;{'lat': 50.85223, 'lng': 4.35316};False;False;43;8;35;OPEN;1647714780000
13;bruxelles;013 - LEMONNIER;LEMONNIER - BLD. MAURICE LEMONNIER/DE MAURICE LEMONNIERLAAN 202-204-206;{'lat': 50.840184, 'lng': 4.341324};False;False;25;6;19;OPEN;1647714919000
22;bruxelles;022 - JACQMAIN;JACQMAIN - BLD. D'ANVERS / ANTWERPSELAAN 4;{'lat': 50.85587, 'lng': 4.35585};False;False;23;16;7;OPEN;1647714691000
113;bruxelles;113 - ABBAYE DE LA CAMBRE / ABDIJ TER KAMEREN;ABBAYE DE LA CAMBRE/ABDIJ TER KAMEREN - AVENUE EMILE DURAY (FACE AU N° 2) /EMILE DURAYLAAN (TEGENOVER N° 2);{'lat': 50.820042, 'lng': 4.374785};False;False;20;8;12;OPEN;1647714807000
294;bruxelles;294 - WIENER;WIENER - PLACE WIENER 2 / WIENERPLAATS 2;{'lat': 50.798344, 'lng': 4.419014};False;False;25;7;18;OPEN;1647714568000
241;bruxelles;241 - STATUAIRES/BEELDHOUWWERK;STATUAIRES/BEELDHOUWWERK - AVENUE DE FRE/DE FRELAAN 62;{'lat': 50.803917, 'lng': 4.349116};False;False;25;14;11;OPEN;1647714696000
237;bruxelles;237 - PARVIS ST ANTOINE;PARVIS ST ANTOINE / ST ANTONIUS VOORPLEIN - RUE DE MERODE/MERODESTRAAT 290;{'lat': 50.827972, 'lng': 4.330705};False;False;25;22;3;OPEN;1647714884000
4;bruxelles;004 - JARDIN AUX FLEURS / BLOEMENHOF;JARDIN AUX FLEURS/BLOEMENHOF - PLACE DU JARDIN AUX FLEURS/BLOEMENHOFPLEIN - RUE DES 6 JETONS/ZES PENNIGENSTRAAT 71;{'lat': 50.8478648532058, 'lng': 4.34352099986983};False;False;20;10;7;OPEN;1647714800000
216;bruxelles;216 - ARISTIDE BRIAND;ARISTIDE BRIAND - CH DE MONS 718 a 720 / BERGENSESTEENWEG 718 tot 720;{'lat': 50.828873, 'lng': 4.303918};False;False;25;11;14;OPEN;1647714716000
126;bruxelles;126 - FABRY;FABRY - BOULEVARD DE LA WOLUWE / WOLUWELAAN 28;{'lat': 50.837288, 'lng': 4.43462};False;False;25;8;17;OPEN;1647714893000
276;bruxelles;276 - CROIX DE GUERRES / OORLOGSKRUISEN;CROIX DE GUERRES / OORLOGSKRUISEN - AVENUE DES CROIX DE GUERRE / OORLOGSKRUISENLAAN 116;{'lat': 50.889748, 'lng': 4.380755};False;False;25;19;6;OPEN;1647714753000
45;bruxelles;045 - STEPHANIE/STEFANIA;STEPHANIE/STEFANIA - AV LOUISE/LOUIZALAAN 61A-63-65;{'lat': 50.83308, 'lng': 4.35743};False;False;25;23;2;OPEN;1647714727000
166;bruxelles;166 - GC ESSEGEM;GC ESSEGEM - RUE AMELIE GOMAND 51- 45;{'lat': 50.876205, 'lng': 4.337137};False;False;25;10;15;OPEN;1647714529000
277;bruxelles;277 - VAN PRAET;VAN PRAET - AVENUE VAN PRAET / VAN PRAETLAAN;{'lat': 50.881588, 'lng': 4.373817};False;False;21;15;5;OPEN;1647714565000
272;bruxelles;272 - SCHEUTBOS;SCHEUTBOS - BD METTEWIE/LAAN FACE/VOOR 419;{'lat': 50.850845, 'lng': 4.299659};False;False;25;8;17;OPEN;1647714899000
236;bruxelles;236 -MAISON COMMUNALE DE FOREST/VORST GEMEENTEHUIS;MAISON COMMUNALE DE FOREST / VORST GEMEENTEHUIS - RUE SAINT DENIS 4 / SINT DENIJSSTRAAT 4;{'lat': 50.812328, 'lng': 4.318885};False;False;25;7;18;OPEN;1647714926000
219;bruxelles;219 - VAN HELLEMONT;VAN HELLEMONT - RUE DE NEERPEDE 372-374 / NEERPEDESTRAAT 372-374;{'lat': 50.829491, 'lng': 4.286006};False;False;23;18;3;OPEN;1647714821000
139;bruxelles;139 - LIEDTS;LIEDTS - PLACE LIEDTS (FACE AU 38)/ LIEDTSPLEIN (TEGENOVER 38);{'lat': 50.863872, 'lng': 4.366741};False;False;25;6;15;OPEN;1647714651000
72;bruxelles;072 - ULB SOLBOSCH / VUB  SOLBOSCH;ULB SOLBOSCH / VUB SOLBOSCH - AV. F.ROOSEVELT/F.ROOSEVELTLAAN 19;{'lat': 50.812489, 'lng': 4.379203};False;True;24;23;0;OPEN;1647714518000
341;bruxelles;341 - VOOT;VOOT - BD DE LA WOLUWE DVT 58;{'lat': 50.840942, 'lng': 4.436529};False;False;23;8;15;OPEN;1647714695000
173;bruxelles;173 - BICHON;BICHON - PLACE BICHON / BICHONPLEIN;{'lat': 50.864656, 'lng': 4.394448};False;False;24;8;16;OPEN;1647714987000
